"","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","","","","","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN"
"","0","1","2","3","4",">=1: no MHRC","Util: w/o MN","Util: w/ MN","Util_gap: =1: not equal","0","1","2","3","4","0","1","2","3","4","MN_lic: >=1: no MN","MN_lic2: >=1: no MN"
"139",0.18045,0.29935,0.15998,0.18367,0.17656,0.00,0.4561718803,0.4561718803,0.00,6.25,0.92,0.17,0.11,0.07,6.25,0.92,0.17,0.11,0.07,0.00,0.00
"140",0.01361,0.44116,0.27034,0.02715,0.24774,1.00,0.4003621164,0.3941621852,1.00,6.25,1.52,0.29,0.01,0.10,6.25,1.52,0.29,0.06,0.06,1.00,0.00
"141",0.05179,0.17097,0.35839,0.29136,0.12750,0.00,0.3554444491,0.3554444491,0.00,6.25,1.18,0.48,0.17,0.04,6.25,1.18,0.48,0.17,0.04,0.00,0.00
"142",0.35867,0.01999,0.22362,0.29058,0.10714,1.00,0.5790104243,0.5694233532,1.00,6.25,0.02,0.28,0.17,0.04,6.25,0.18,0.18,0.17,0.04,1.00,0.00
"143",0.28005,0.20290,0.18440,0.17990,0.15275,0.00,0.5133903501,0.5133903501,0.00,6.25,0.55,0.20,0.11,0.06,6.25,0.55,0.20,0.11,0.06,0.00,0.00
"144",0.04900,0.29072,0.30996,0.24199,0.10833,0.00,0.3789056885,0.3789056885,0.00,6.25,1.33,0.37,0.14,0.04,6.25,1.33,0.37,0.14,0.04,0.00,0.00
"145",0.12129,0.25944,0.04648,0.24428,0.32850,1.00,0.3996428051,0.3962478282,1.00,6.25,1.03,0.05,0.19,0.13,6.25,1.03,0.14,0.14,0.13,1.00,0.00
"146",0.23086,0.13817,0.23204,0.20724,0.19169,1.00,0.4623525163,0.4623525163,0.00,6.25,0.46,0.30,0.13,0.07,6.25,0.46,0.30,0.13,0.07,0.00,0.00
"147",0.17379,0.24049,0.21120,0.25199,0.12253,0.00,0.4420434433,0.4420434433,0.00,6.25,0.84,0.25,0.15,0.04,6.25,0.84,0.25,0.15,0.04,0.00,0.00
"148",0.02043,0.27756,0.24959,0.28107,0.17134,0.00,0.3480913542,0.3480913542,0.00,6.25,1.45,0.36,0.18,0.06,6.25,1.45,0.36,0.18,0.06,0.00,0.00
"149",0.03077,0.35601,0.05018,0.46482,0.09822,1.00,0.3838828621,0.3774113043,1.00,6.25,1.44,0.05,0.26,0.03,6.25,1.44,0.21,0.21,0.03,1.00,0.00
"150",0.31014,0.08386,0.22284,0.10089,0.28228,1.00,0.5237335573,0.5222709740,1.00,6.25,0.19,0.27,0.06,0.11,6.25,0.25,0.25,0.09,0.09,2.00,0.00
"151",0.07468,0.20088,0.37667,0.27345,0.07432,0.00,0.3842528484,0.3842528484,0.00,6.25,1.11,0.45,0.15,0.02,6.25,1.11,0.45,0.15,0.02,0.00,0.00
"152",0.27121,0.05127,0.13386,0.23978,0.30388,1.00,0.4816099093,0.4809083621,1.00,6.25,0.12,0.21,0.18,0.12,6.25,0.18,0.18,0.18,0.12,1.00,0.00
"153",0.24037,0.06333,0.22561,0.22509,0.24559,1.00,0.4613462446,0.4602409102,1.00,6.25,0.19,0.33,0.15,0.10,6.25,0.29,0.29,0.15,0.10,1.00,0.00
"154",0.22333,0.19306,0.22310,0.15596,0.20454,1.00,0.4657488666,0.4657488666,0.00,6.25,0.63,0.26,0.10,0.08,6.25,0.63,0.26,0.10,0.08,0.00,0.00
"155",0.21872,0.27397,0.25185,0.06885,0.18661,1.00,0.4900300036,0.4887840076,1.00,6.25,0.80,0.25,0.03,0.07,6.25,0.80,0.25,0.05,0.05,1.00,0.00
"156",0.30376,0.19850,0.01176,0.29997,0.18602,1.00,0.5407283129,0.5287308576,1.00,6.25,0.50,0.00,0.19,0.07,6.25,0.50,0.12,0.12,0.07,1.00,0.00
"157",0.15807,0.18985,0.14566,0.10655,0.39987,1.00,0.4074705459,0.4062454558,1.00,6.25,0.78,0.22,0.08,0.15,6.25,0.78,0.22,0.13,0.13,1.00,0.00
"158",0.07710,0.48005,0.01612,0.37093,0.05580,1.00,0.4614330391,0.4476180850,1.00,6.25,1.34,0.00,0.20,0.01,6.25,1.34,0.13,0.13,0.01,1.00,0.00
"159",0.19999,0.14804,0.08873,0.37875,0.18450,1.00,0.4375879257,0.4361513283,1.00,6.25,0.56,0.13,0.24,0.07,6.25,0.56,0.21,0.21,0.07,1.00,0.00
"160",0.35943,0.03566,0.17727,0.26730,0.16034,1.00,0.5693445450,0.5649861164,1.00,6.25,0.04,0.23,0.17,0.06,6.25,0.16,0.16,0.16,0.06,1.00,0.00
"161",0.10010,0.06370,0.50978,0.25231,0.07410,1.00,0.3918656115,0.3917541515,1.00,6.25,0.49,0.57,0.14,0.02,6.25,0.56,0.56,0.14,0.02,1.00,0.00
"162",0.39550,0.06552,0.08040,0.24661,0.21196,1.00,0.5962234133,0.5946372608,1.00,6.25,0.10,0.08,0.16,0.08,6.25,0.13,0.13,0.13,0.08,1.00,0.00
"163",0.33580,0.26707,0.06144,0.12098,0.21472,1.00,0.5751639279,0.5741930213,1.00,6.25,0.59,0.04,0.07,0.08,6.25,0.59,0.07,0.07,0.07,2.00,0.00
"164",0.40518,0.44028,0.01876,0.09080,0.04499,1.00,0.7059557684,0.7041184707,1.00,6.25,0.73,0.00,0.03,0.01,6.25,0.73,0.02,0.02,0.01,1.00,0.00
"165",0.09989,0.18576,0.26003,0.21809,0.23623,0.00,0.3734625259,0.3734625259,0.00,6.25,0.97,0.37,0.15,0.09,6.25,0.97,0.37,0.15,0.09,0.00,0.00
"166",0.12981,0.08596,0.34504,0.31796,0.12123,1.00,0.3931710140,0.3931710140,0.00,6.25,0.51,0.48,0.19,0.04,6.25,0.51,0.48,0.19,0.04,0.00,0.00
"167",0.25269,0.06812,0.16615,0.25774,0.25530,1.00,0.4679083924,0.4676561143,1.00,6.25,0.19,0.26,0.18,0.10,6.25,0.23,0.23,0.18,0.10,1.00,0.00
"168",0.27190,0.06738,0.04928,0.41182,0.19962,1.00,0.4918898114,0.4867387167,1.00,6.25,0.17,0.06,0.26,0.08,6.25,0.20,0.20,0.20,0.08,1.00,0.00
"169",0.20697,0.21086,0.22035,0.33322,0.02861,0.00,0.4747012549,0.4747012549,0.00,6.25,0.70,0.26,0.18,0.00,6.25,0.70,0.26,0.18,0.00,0.00,0.00
"170",0.04692,0.22650,0.27749,0.31718,0.13191,0.00,0.3573088211,0.3573088211,0.00,6.25,1.28,0.39,0.19,0.05,6.25,1.28,0.39,0.19,0.05,0.00,0.00
"171",0.20240,0.28264,0.12248,0.08627,0.30620,1.00,0.4675170349,0.4656698499,1.00,6.25,0.85,0.13,0.05,0.12,6.25,0.85,0.13,0.10,0.10,1.00,0.00
"172",0.10825,0.12807,0.29388,0.18853,0.28127,1.00,0.3692757440,0.3692757440,0.00,6.25,0.77,0.43,0.13,0.11,6.25,0.77,0.43,0.13,0.11,0.00,0.00
"173",0.13251,0.10343,0.26752,0.23711,0.25944,1.00,0.3808693381,0.3808693381,0.00,6.25,0.58,0.41,0.17,0.10,6.25,0.58,0.41,0.17,0.10,0.00,0.00
"174",0.18026,0.20860,0.40656,0.01479,0.18980,1.00,0.4707278826,0.4648279732,1.00,6.25,0.76,0.40,0.00,0.07,6.25,0.76,0.40,0.04,0.04,1.00,0.00
"175",0.43586,0.27387,0.04393,0.05623,0.19011,1.00,0.6727098288,0.6695568466,1.00,6.25,0.48,0.02,0.02,0.07,6.25,0.48,0.04,0.04,0.04,2.00,0.00
"176",0.09956,0.04504,0.22272,0.22969,0.40298,1.00,0.3431097636,0.3428533353,1.00,6.25,0.35,0.47,0.20,0.15,6.25,0.45,0.45,0.20,0.15,1.00,0.00
"177",0.15958,0.33841,0.04349,0.14419,0.31433,1.00,0.4523421497,0.4493024503,1.00,6.25,1.02,0.03,0.10,0.12,6.25,1.02,0.10,0.10,0.10,2.00,0.00
"178",0.26554,0.33041,0.20964,0.09654,0.09788,0.00,0.5424665053,0.5424665053,0.00,6.25,0.80,0.18,0.04,0.03,6.25,0.80,0.18,0.04,0.03,0.00,0.00
"179",0.17290,0.06665,0.39295,0.15871,0.20879,1.00,0.4248758291,0.4237659699,1.00,6.25,0.30,0.48,0.10,0.08,6.25,0.44,0.44,0.10,0.08,1.00,0.00
"180",0.00683,0.17090,0.50339,0.21898,0.09990,0.00,0.3483235906,0.3483235906,0.00,6.25,1.50,0.56,0.12,0.03,6.25,1.50,0.56,0.12,0.03,0.00,0.00
"181",0.15096,0.05993,0.31954,0.14006,0.32950,1.00,0.3954453497,0.3945290945,1.00,6.25,0.31,0.47,0.10,0.13,6.25,0.43,0.43,0.12,0.12,2.00,0.00
"182",0.12563,0.36173,0.19673,0.20002,0.11589,0.00,0.4397282731,0.4397282731,0.00,6.25,1.13,0.21,0.11,0.04,6.25,1.13,0.21,0.11,0.04,0.00,0.00
"183",0.19664,0.03656,0.36861,0.36205,0.03614,1.00,0.4601880677,0.4547066583,1.00,6.25,0.11,0.47,0.19,0.01,6.25,0.40,0.40,0.19,0.01,1.00,0.00
"184",0.32003,0.08922,0.10513,0.29190,0.19371,1.00,0.5288191169,0.5283060179,1.00,6.25,0.20,0.13,0.19,0.07,6.25,0.20,0.17,0.17,0.07,1.00,0.00
"185",0.10340,0.26330,0.18154,0.25739,0.19437,0.00,0.3910615341,0.3910615341,0.00,6.25,1.09,0.25,0.17,0.07,6.25,1.09,0.25,0.17,0.07,0.00,0.00
"186",0.16877,0.33470,0.17874,0.17648,0.14131,0.00,0.4604314965,0.4604314965,0.00,6.25,1.00,0.18,0.10,0.05,6.25,1.00,0.18,0.10,0.05,0.00,0.00
"187",0.03275,0.26719,0.23347,0.19965,0.26693,0.00,0.3468853013,0.3468853013,0.00,6.25,1.39,0.34,0.14,0.10,6.25,1.39,0.34,0.14,0.10,0.00,0.00
"188",0.16989,0.35804,0.15494,0.25261,0.06451,1.00,0.4747009380,0.4747009380,0.00,6.25,1.02,0.15,0.14,0.02,6.25,1.02,0.15,0.14,0.02,0.00,0.00
"189",0.12542,0.03194,0.37353,0.19763,0.27147,1.00,0.3811007753,0.3779542207,1.00,6.25,0.18,0.53,0.14,0.11,6.25,0.48,0.48,0.14,0.11,1.00,0.00
"190",0.35108,0.02779,0.12194,0.44813,0.05106,1.00,0.5783439492,0.5712582734,1.00,6.25,0.03,0.17,0.24,0.01,6.25,0.19,0.19,0.19,0.01,2.00,0.00
"191",0.26467,0.03955,0.01670,0.29397,0.38510,1.00,0.4826524900,0.4736644683,1.00,6.25,0.08,0.01,0.24,0.14,6.25,0.16,0.16,0.16,0.14,1.00,0.00
"192",0.01083,0.10717,0.72318,0.09647,0.06234,0.00,0.3764508793,0.3764508793,0.00,6.25,1.42,0.62,0.04,0.02,6.25,1.42,0.62,0.04,0.02,0.00,0.00
"193",0.06244,0.26533,0.29030,0.25115,0.13079,0.00,0.3769311627,0.3769311627,0.00,6.25,1.25,0.37,0.15,0.05,6.25,1.25,0.37,0.15,0.05,0.00,0.00
"194",0.23238,0.18151,0.22254,0.16961,0.19395,0.00,0.4707152328,0.4707152328,0.00,6.25,0.58,0.26,0.10,0.07,6.25,0.58,0.26,0.10,0.07,0.00,0.00
"195",0.04691,0.32372,0.25312,0.18746,0.18880,0.00,0.3755299718,0.3755299718,0.00,6.25,1.36,0.31,0.12,0.07,6.25,1.36,0.31,0.12,0.07,0.00,0.00
"196",0.06787,0.34116,0.29482,0.07955,0.21660,1.00,0.4019256309,0.4007200768,1.00,6.25,1.29,0.32,0.04,0.08,6.25,1.29,0.32,0.07,0.07,1.00,0.00
"197",0.00731,0.43145,0.12165,0.39796,0.04163,1.00,0.3933826343,0.3925595595,1.00,6.25,1.54,0.14,0.21,0.01,6.25,1.54,0.19,0.19,0.01,1.00,0.00
"198",0.26873,0.15196,0.18562,0.23398,0.15971,0.00,0.4942007944,0.4942007944,0.00,6.25,0.44,0.23,0.14,0.06,6.25,0.44,0.23,0.14,0.06,0.00,0.00
"199",0.01496,0.34561,0.20537,0.08366,0.35039,1.00,0.3577318378,0.3554314230,1.00,6.25,1.50,0.28,0.05,0.13,6.25,1.50,0.28,0.11,0.11,1.00,0.00
"200",0.25230,0.23531,0.21569,0.15950,0.13720,0.00,0.5012663076,0.5012663076,0.00,6.25,0.66,0.23,0.09,0.05,6.25,0.66,0.23,0.09,0.05,0.00,0.00
"201",0.19699,0.03837,0.34105,0.17947,0.24412,1.00,0.4372842256,0.4324743135,1.00,6.25,0.12,0.46,0.12,0.10,6.25,0.38,0.38,0.12,0.10,1.00,0.00
"202",0.42670,0.33313,0.05904,0.13898,0.04214,1.00,0.6844120684,0.6834023775,1.00,6.25,0.58,0.02,0.06,0.01,6.25,0.58,0.05,0.05,0.01,1.00,0.00
"203",0.17732,0.08165,0.28023,0.34673,0.11407,1.00,0.4245722364,0.4244979241,1.00,6.25,0.36,0.41,0.20,0.04,6.25,0.39,0.39,0.20,0.04,1.00,0.00
"204",0.31678,0.29256,0.11891,0.07883,0.19291,1.00,0.5666006970,0.5656879059,1.00,6.25,0.66,0.09,0.04,0.07,6.25,0.66,0.09,0.06,0.06,1.00,0.00
"205",0.17379,0.13087,0.50686,0.12647,0.06200,1.00,0.4613636579,0.4613636579,0.00,6.25,0.56,0.48,0.06,0.02,6.25,0.56,0.48,0.06,0.02,0.00,0.00
"206",0.33816,0.09073,0.13020,0.14122,0.29969,1.00,0.5416006878,0.5414951149,1.00,6.25,0.19,0.16,0.10,0.12,6.25,0.19,0.16,0.11,0.11,1.00,0.00
"207",0.13607,0.28389,0.14686,0.27702,0.15616,1.00,0.4205835370,0.4205835370,0.00,6.25,1.02,0.18,0.17,0.06,6.25,1.02,0.18,0.17,0.06,0.00,0.00
"208",0.39039,0.08217,0.06155,0.32471,0.14117,1.00,0.5982378220,0.5939945722,1.00,6.25,0.14,0.05,0.20,0.05,6.25,0.15,0.15,0.15,0.05,1.00,0.00
"209",0.00008,0.22626,0.22277,0.36164,0.18925,0.00,0.3225425762,0.3225425762,0.00,6.25,1.56,0.39,0.23,0.07,6.25,1.56,0.39,0.23,0.07,0.00,0.00
"210",0.17105,0.05437,0.31962,0.44777,0.00719,1.00,0.4421900537,0.4405745104,1.00,6.25,0.24,0.46,0.23,0.00,6.25,0.41,0.41,0.23,0.00,1.00,0.00
"211",0.12146,0.30741,0.16371,0.14957,0.25784,1.00,0.4130719828,0.4130703223,1.00,6.25,1.09,0.20,0.10,0.10,6.25,1.09,0.20,0.10,0.10,1.00,0.00
"212",0.21092,0.02926,0.16587,0.28206,0.31189,1.00,0.4331507138,0.4298185628,1.00,6.25,0.07,0.32,0.21,0.12,6.25,0.23,0.23,0.21,0.12,1.00,0.00
"213",0.16986,0.21598,0.25479,0.30364,0.05573,0.00,0.4450591362,0.4450591362,0.00,6.25,0.80,0.31,0.17,0.01,6.25,0.80,0.31,0.17,0.01,0.00,0.00
"214",0.23732,0.01151,0.20645,0.23092,0.31379,1.00,0.4615677700,0.4521868152,1.00,6.25,0.01,0.35,0.18,0.12,6.25,0.23,0.23,0.18,0.12,1.00,0.00
"215",0.24094,0.26323,0.08533,0.27455,0.13595,1.00,0.4968086353,0.4951428291,1.00,6.25,0.74,0.08,0.17,0.05,6.25,0.74,0.14,0.14,0.05,1.00,0.00
"216",0.31475,0.07811,0.02886,0.25399,0.32429,1.00,0.5251202562,0.5190229942,1.00,6.25,0.17,0.02,0.20,0.12,6.25,0.17,0.14,0.14,0.12,1.00,0.00
"217",0.00842,0.21375,0.28967,0.33257,0.15559,0.00,0.3313626469,0.3313626469,0.00,6.25,1.50,0.44,0.20,0.06,6.25,1.50,0.44,0.20,0.06,0.00,0.00
"218",0.00487,0.13471,0.13923,0.34674,0.37445,1.00,0.2926568441,0.2926568441,0.00,6.25,1.51,0.39,0.27,0.14,6.25,1.51,0.39,0.27,0.14,0.00,0.00
"219",0.11902,0.20079,0.27894,0.36897,0.03228,0.00,0.4128461040,0.4128461040,0.00,6.25,0.93,0.36,0.20,0.01,6.25,0.93,0.36,0.20,0.01,0.00,0.00
"220",0.51115,0.02125,0.16855,0.03903,0.26002,1.00,0.7178175059,0.7058165779,1.00,6.25,0.01,0.16,0.01,0.10,6.25,0.09,0.09,0.07,0.07,2.00,0.00
"221",0.26286,0.21804,0.25660,0.08343,0.17907,1.00,0.5108839674,0.5103071717,1.00,6.25,0.61,0.26,0.04,0.07,6.25,0.61,0.26,0.06,0.06,1.00,0.00
"222",0.15946,0.29737,0.18724,0.14139,0.21453,1.00,0.4405306945,0.4405306945,0.00,6.25,0.97,0.21,0.09,0.08,6.25,0.97,0.21,0.09,0.08,0.00,0.00
"223",0.34053,0.04326,0.19653,0.06589,0.35378,1.00,0.5519511326,0.5445382896,1.00,6.25,0.06,0.25,0.04,0.13,6.25,0.18,0.18,0.10,0.10,2.00,0.00
"224",0.24386,0.14706,0.03031,0.25952,0.31925,1.00,0.4711026000,0.4651213713,1.00,6.25,0.47,0.02,0.20,0.12,6.25,0.47,0.14,0.14,0.12,1.00,0.00
"225",0.12784,0.24548,0.18383,0.20036,0.24250,0.00,0.4014477651,0.4014477651,0.00,6.25,0.98,0.25,0.14,0.09,6.25,0.98,0.25,0.14,0.09,0.00,0.00
"226",0.21676,0.04083,0.25393,0.21152,0.27697,1.00,0.4436829534,0.4400454718,1.00,6.25,0.12,0.39,0.15,0.11,6.25,0.31,0.31,0.15,0.11,1.00,0.00
"227",0.24353,0.23006,0.25892,0.00958,0.25791,1.00,0.5065323504,0.4973714686,1.00,6.25,0.67,0.27,0.00,0.10,6.25,0.67,0.27,0.06,0.06,1.00,0.00
"228",0.00150,0.05781,0.37009,0.12465,0.44595,1.00,0.2941532067,0.2935708174,1.00,6.25,1.52,0.63,0.11,0.16,6.25,1.52,0.63,0.15,0.15,1.00,0.00
"229",0.16555,0.39600,0.15876,0.22509,0.05461,1.00,0.4841350344,0.4841350344,0.00,6.25,1.07,0.15,0.12,0.01,6.25,1.07,0.15,0.12,0.01,0.00,0.00
"230",0.07407,0.28719,0.28676,0.30082,0.05115,0.00,0.3995448240,0.3995448240,0.00,6.25,1.23,0.34,0.17,0.01,6.25,1.23,0.34,0.17,0.01,0.00,0.00
"231",0.23923,0.16664,0.08839,0.19816,0.30757,1.00,0.4653872426,0.4651140404,1.00,6.25,0.53,0.11,0.15,0.12,6.25,0.53,0.13,0.13,0.12,1.00,0.00
"232",0.27980,0.16396,0.19526,0.25413,0.10685,0.00,0.5100959810,0.5100959810,0.00,6.25,0.45,0.22,0.15,0.04,6.25,0.45,0.22,0.15,0.04,0.00,0.00
"233",0.27880,0.14072,0.12106,0.37923,0.08019,1.00,0.5095444750,0.5089214217,1.00,6.25,0.39,0.15,0.21,0.02,6.25,0.39,0.19,0.19,0.02,1.00,0.00
"234",0.35348,0.17959,0.30748,0.12827,0.03119,1.00,0.5958844615,0.5958844615,0.00,6.25,0.40,0.28,0.06,0.00,6.25,0.40,0.28,0.06,0.00,0.00,0.00
"235",0.05993,0.34144,0.04227,0.19996,0.35640,1.00,0.3809755732,0.3778189379,1.00,6.25,1.32,0.04,0.16,0.13,6.25,1.32,0.13,0.13,0.13,1.00,0.00
"236",0.20088,0.14090,0.15366,0.07566,0.42890,1.00,0.4329183995,0.4298446647,1.00,6.25,0.53,0.23,0.06,0.16,6.25,0.53,0.23,0.13,0.13,1.00,0.00
"237",0.06775,0.07724,0.34439,0.08545,0.42516,1.00,0.3387299139,0.3363595239,1.00,6.25,0.76,0.53,0.07,0.15,6.25,0.76,0.53,0.13,0.13,1.00,0.00
"238",0.22533,0.11137,0.18737,0.18261,0.29332,1.00,0.4477980295,0.4477980295,0.00,6.25,0.39,0.27,0.13,0.11,6.25,0.39,0.27,0.13,0.11,0.00,0.00
"239",0.19773,0.19278,0.25533,0.20795,0.14621,0.00,0.4507107280,0.4507107280,0.00,6.25,0.68,0.30,0.12,0.05,6.25,0.68,0.30,0.12,0.05,0.00,0.00
"240",0.16125,0.26459,0.05009,0.26531,0.25875,1.00,0.4321250944,0.4282823493,1.00,6.25,0.92,0.05,0.19,0.10,6.25,0.92,0.14,0.14,0.10,1.00,0.00
"241",0.18955,0.09842,0.19028,0.31787,0.20388,1.00,0.4217744498,0.4217744498,0.00,6.25,0.41,0.31,0.21,0.08,6.25,0.41,0.31,0.21,0.08,0.00,0.00
"242",0.52111,0.05477,0.25124,0.00920,0.16368,1.00,0.7370360406,0.7259329748,1.00,6.25,0.05,0.22,0.00,0.06,6.25,0.15,0.15,0.03,0.03,2.00,0.00
"243",0.17513,0.16321,0.25214,0.29251,0.11702,0.00,0.4302952373,0.4302952373,0.00,6.25,0.66,0.33,0.17,0.04,6.25,0.66,0.33,0.17,0.04,0.00,0.00
"244",0.18947,0.30280,0.19869,0.27026,0.03877,0.00,0.4794829296,0.4794829296,0.00,6.25,0.91,0.21,0.15,0.01,6.25,0.91,0.21,0.15,0.01,0.00,0.00
"245",0.20309,0.02048,0.27699,0.27346,0.22597,1.00,0.4391078851,0.4311938608,1.00,6.25,0.04,0.43,0.18,0.09,6.25,0.33,0.33,0.18,0.09,1.00,0.00
"246",0.26458,0.15389,0.01568,0.30705,0.25880,1.00,0.4951336727,0.4847656629,1.00,6.25,0.45,0.01,0.21,0.10,6.25,0.45,0.14,0.14,0.10,1.00,0.00
"247",0.30853,0.33920,0.08695,0.16535,0.09997,1.00,0.5751894968,0.5748338015,1.00,6.25,0.74,0.06,0.09,0.03,6.25,0.74,0.07,0.07,0.03,1.00,0.00
"248",0.04585,0.80159,0.01472,0.01469,0.12314,1.00,0.5576750485,0.5531805235,1.00,6.25,1.48,0.00,0.00,0.04,6.25,1.48,0.01,0.01,0.01,1.00,0.00
"249",0.27468,0.42299,0.09652,0.05168,0.15413,1.00,0.5764190785,0.5749427950,1.00,6.25,0.89,0.06,0.02,0.06,6.25,0.89,0.06,0.04,0.04,1.00,0.00
"250",0.15418,0.34663,0.17176,0.13367,0.19377,1.00,0.4511841233,0.4511841233,0.00,6.25,1.05,0.18,0.08,0.07,6.25,1.05,0.18,0.08,0.07,0.00,0.00
"251",0.20048,0.02888,0.36350,0.09112,0.31602,1.00,0.4457572324,0.4368752037,1.00,6.25,0.08,0.47,0.06,0.12,6.25,0.39,0.39,0.10,0.10,2.00,0.00
"252",0.19751,0.05769,0.35629,0.35207,0.03644,1.00,0.4581882859,0.4559182660,1.00,6.25,0.21,0.45,0.19,0.01,6.25,0.40,0.40,0.19,0.01,1.00,0.00
"253",0.10270,0.36325,0.08257,0.37658,0.07490,1.00,0.4308934753,0.4278711581,1.00,6.25,1.20,0.08,0.21,0.02,6.25,1.20,0.17,0.17,0.02,1.00,0.00
"254",0.35328,0.28494,0.01668,0.14242,0.20267,1.00,0.6011064912,0.5954768662,1.00,6.25,0.60,0.00,0.08,0.08,6.25,0.60,0.06,0.06,0.06,1.00,0.00
"255",0.34025,0.03866,0.06369,0.36993,0.18747,1.00,0.5527735385,0.5462330418,1.00,6.25,0.05,0.08,0.23,0.07,6.25,0.16,0.16,0.16,0.07,2.00,0.00
"256",0.24961,0.24078,0.15201,0.08950,0.26810,1.00,0.4950101301,0.4936672025,1.00,6.25,0.68,0.16,0.05,0.10,6.25,0.68,0.16,0.08,0.08,1.00,0.00
"257",0.44564,0.04063,0.31261,0.03835,0.16277,1.00,0.6687371744,0.6564205739,1.00,6.25,0.04,0.30,0.01,0.06,6.25,0.20,0.20,0.04,0.04,2.00,0.00
"258",0.05760,0.14205,0.41774,0.05079,0.33181,1.00,0.3590256130,0.3540895381,1.00,6.25,1.08,0.52,0.02,0.13,6.25,1.08,0.52,0.09,0.09,1.00,0.00
"259",0.24959,0.14059,0.07645,0.27960,0.25377,1.00,0.4719268690,0.4703627364,1.00,6.25,0.44,0.10,0.19,0.10,6.25,0.44,0.16,0.16,0.10,1.00,0.00
"260",0.22442,0.12064,0.25180,0.18646,0.21668,1.00,0.4554184408,0.4554184408,0.00,6.25,0.42,0.33,0.12,0.08,6.25,0.42,0.33,0.12,0.08,0.00,0.00
"261",0.07726,0.13508,0.21692,0.29534,0.27540,0.00,0.3431781757,0.3431781757,0.00,6.25,0.94,0.39,0.21,0.11,6.25,0.94,0.39,0.21,0.11,0.00,0.00
"262",0.12013,0.16964,0.27683,0.11988,0.31352,1.00,0.3856564177,0.3851204437,1.00,6.25,0.85,0.38,0.08,0.12,6.25,0.85,0.38,0.11,0.11,1.00,0.00
"263",0.26321,0.19258,0.14130,0.26699,0.13592,1.00,0.4973558897,0.4973558897,0.00,6.25,0.55,0.16,0.16,0.05,6.25,0.55,0.16,0.16,0.05,0.00,0.00
"264",0.21004,0.29661,0.08245,0.15814,0.25276,1.00,0.4760257254,0.4757712953,1.00,6.25,0.85,0.07,0.10,0.10,6.25,0.85,0.10,0.10,0.10,1.00,0.00
"265",0.06165,0.05124,0.34804,0.30685,0.23222,1.00,0.3325863919,0.3325863919,0.00,6.25,0.61,0.57,0.21,0.09,6.25,0.61,0.57,0.21,0.09,0.00,0.00
"266",0.22219,0.25268,0.12368,0.16594,0.23551,1.00,0.4730028569,0.4730028569,0.00,6.25,0.75,0.13,0.11,0.09,6.25,0.75,0.13,0.11,0.09,0.00,0.00
"267",0.24508,0.04066,0.01468,0.49587,0.20371,1.00,0.4766588218,0.4641116984,1.00,6.25,0.10,0.01,0.29,0.08,6.25,0.22,0.22,0.22,0.08,1.00,0.00
"268",0.06978,0.18702,0.09918,0.21209,0.43192,1.00,0.3401008786,0.3401008786,0.00,6.25,1.11,0.20,0.19,0.16,6.25,1.11,0.20,0.19,0.16,0.00,0.00
"269",0.24811,0.19778,0.06069,0.29377,0.19964,1.00,0.4852879906,0.4818068764,1.00,6.25,0.59,0.06,0.19,0.08,6.25,0.59,0.15,0.15,0.08,1.00,0.00
"270",0.22165,0.08293,0.26036,0.41389,0.02116,1.00,0.4742510205,0.4740133026,1.00,6.25,0.29,0.36,0.22,0.00,6.25,0.34,0.34,0.22,0.00,1.00,0.00
"271",0.08493,0.30796,0.13511,0.26728,0.20471,1.00,0.3886127660,0.3886127660,0.00,6.25,1.21,0.18,0.18,0.08,6.25,1.21,0.18,0.18,0.08,0.00,0.00
"272",0.24742,0.16207,0.14639,0.19091,0.25322,0.00,0.4726246904,0.4726246904,0.00,6.25,0.50,0.19,0.13,0.10,6.25,0.50,0.19,0.13,0.10,0.00,0.00
"273",0.25278,0.15379,0.24073,0.22548,0.12721,0.00,0.4873416790,0.4873416790,0.00,6.25,0.47,0.28,0.13,0.04,6.25,0.47,0.28,0.13,0.04,0.00,0.00
"274",0.37783,0.31000,0.14785,0.02131,0.14301,1.00,0.6337010523,0.6303614076,1.00,6.25,0.60,0.11,0.00,0.05,6.25,0.60,0.11,0.03,0.03,1.00,0.00
"275",0.07386,0.21993,0.30544,0.21432,0.18645,0.00,0.3706974573,0.3706974573,0.00,6.25,1.15,0.40,0.14,0.07,6.25,1.15,0.40,0.14,0.07,0.00,0.00
"276",0.26094,0.34196,0.17599,0.13187,0.08925,0.00,0.5390818704,0.5390818704,0.00,6.25,0.82,0.15,0.06,0.03,6.25,0.82,0.15,0.06,0.03,0.00,0.00
"277",0.12301,0.22721,0.41857,0.19220,0.03902,0.00,0.4335603159,0.4335603159,0.00,6.25,0.97,0.42,0.10,0.01,6.25,0.97,0.42,0.10,0.01,0.00,0.00
"278",0.30741,0.36983,0.12687,0.12013,0.07576,0.00,0.5861148123,0.5861148123,0.00,6.25,0.78,0.09,0.05,0.02,6.25,0.78,0.09,0.05,0.02,0.00,0.00
